company_name,funding_total_usd,funding_type,category,city,founded_year,data_source
TechWorks,18213142,Series B,Consumer Apps,Palo Alto,2019,Generated
DataHub9,3558677,Seed,FinTech,Menlo Park,2020,Generated
Apex Labs78,26486607,Series B,SaaS,Menlo Park,2018,Generated
MetaApp,33443605,Series B,DevOps,South San Francisco,2019,Generated
DigitalWorks,47941948,Series C,AI,San Francisco,2022,Generated
CyberHub5,115617909,Series D,Cryptocurrency,Menlo Park,2019,Generated
Orion Tech,19858642,Series A,MarTech,Oakland,2018,Generated
CloudTech,182379614,Series E,EdTech,Sunnyvale,2022,Generated
Helios Systems,274129291,Series E,Gaming,Mountain View,2021,Generated
TechWorks87,1915163,Seed,EdTech,Palo Alto,2023,Generated
Atlas Solutions,122695491,Series D,Cryptocurrency,Berkeley,2023,Generated
SmartApp,30621705,Series B,Cloud Infrastructure,Mountain View,2021,Generated
AILabs,18690822,Series A,Cloud Infrastructure,Berkeley,2018,Generated
NetSystems,80960115,Series C,AI,Oakland,2023,Generated
Zenith Tech,774367,Pre-seed,FinTech,Redwood City,2023,Generated
Quantum Hub,185797499,Series D,Enterprise Software,San Francisco,2019,Generated
QuantumHub,19534851,Series A,Robotics,Palo Alto,2023,Generated
SmartAI18,88503215,Series D,AI,San Mateo,2024,Generated
CyberNetworks98,3767121,Seed,Robotics,Palo Alto,2018,Generated
DigitalSystems,2800604,Seed,AR/VR,Oakland,2021,Generated
SmartSystems84,19154169,Series A,PropTech,San Mateo,2024,Generated
MetaSolutions34,71219084,Series C,E-commerce,Berkeley,2024,Generated
TechPlatform74,18330075,Series B,DevOps,Berkeley,2021,Generated
MetaWorks,83583058,Series C,SaaS,Oakland,2024,Generated
Elysium Labs,424624,Pre-seed,Cryptocurrency,Redwood City,2022,Generated
AIApp,163561203,Series D,Blockchain,Menlo Park,2021,Generated
DataNetworks,953574,Pre-seed,EdTech,Sunnyvale,2022,Generated
Stellar Networks,5512338,Series A,EdTech,Menlo Park,2019,Generated
Nexus Hub9,30746439,Series B,Consumer Apps,Berkeley,2021,Generated
QuantumTech,137420435,Series D,IoT,San Mateo,2020,Generated
QuantumPlatform,44651972,Series B,Data Analytics,Oakland,2018,Generated
SmartTech,22347087,Series B,Data Analytics,Mountain View,2019,Generated
CloudSolutions,7907092,Series A,SaaS,San Mateo,2020,Generated
NetLabs,28174685,Series B,Cloud Infrastructure,Sunnyvale,2022,Generated
DataApp,10214526,Series A,Biotech,San Francisco,2022,Generated
Prism Systems,448134780,Series E,PropTech,Oakland,2021,Generated
NetSystems,179347765,Series D,E-commerce,Redwood City,2024,Generated
Zephyr AI39,10518484,Series A,Cryptocurrency,San Jose,2020,Generated
Zenith App,19329541,Series A,Gaming,San Mateo,2020,Generated
CloudWorks65,92364047,Series D,Robotics,South San Francisco,2020,Generated
DigitalSolutions78,139064248,Series E,Data Analytics,Redwood City,2018,Generated
Atlas AI,74604599,Series C,E-commerce,South San Francisco,2024,Generated
Cipher Works,30048304,Series B,Cybersecurity,San Mateo,2024,Generated
TechAI,62349780,Series C,Enterprise Software,Berkeley,2023,Generated
QuantumNetworks,1183030,Seed,FinTech,South San Francisco,2020,Generated
DataNetworks92,80755975,Series D,DevOps,South San Francisco,2019,Generated
CyberAI68,282613361,Series E,PropTech,Oakland,2020,Generated
QuantumTech,3456450,Seed,DevOps,South San Francisco,2021,Generated
DataSolutions61,855267,Pre-seed,PropTech,Sunnyvale,2021,Generated
SmartSystems,592442,Pre-seed,MarTech,Palo Alto,2021,Generated
DataLabs79,159790068,Series D,Hardware,San Francisco,2022,Generated
SmartApp47,3934120,Seed,E-commerce,Oakland,2020,Generated
Cipher Networks,47628741,Series C,Enterprise Software,Sunnyvale,2023,Generated
Aether Networks,412394905,Series E,Cryptocurrency,San Francisco,2020,Generated
SmartApp77,7406369,Series A,AI,Redwood City,2019,Generated
Cipher Networks,19979692,Series A,Robotics,Berkeley,2023,Generated
Elysium Hub,18373073,Series A,HealthTech,Oakland,2023,Generated
NetHub,53150113,Series C,CleanTech,South San Francisco,2022,Generated
Cipher Networks,3407309,Seed,PropTech,Mountain View,2021,Generated
AISolutions,230517137,Series E,E-commerce,Sunnyvale,2020,Generated
NetWorks,1005443,Seed,CleanTech,San Mateo,2022,Generated
DigitalTech,18469085,Series B,E-commerce,Mountain View,2021,Generated
Zenith Platform71,8191108,Series A,Blockchain,Berkeley,2023,Generated
Stellar Networks86,134359740,Series E,Consumer Apps,Palo Alto,2023,Generated
CloudNetworks,17766892,Series A,AR/VR,Sunnyvale,2023,Generated
CloudAI,13276065,Series A,Cryptocurrency,Oakland,2022,Generated
NetAI,165192691,Series D,Gaming,Mountain View,2020,Generated
MetaSystems,492642555,Series E,AR/VR,San Francisco,2021,Generated
DataTech,183689725,Series D,Cybersecurity,Palo Alto,2023,Generated
Elysium Works,14005897,Series A,Biotech,Menlo Park,2019,Generated
Orion Platform,173493878,Series D,Cryptocurrency,South San Francisco,2020,Generated
DataNetworks,131150940,Series D,Robotics,Mountain View,2022,Generated
TechHub,234768490,Series E,Cloud Infrastructure,Berkeley,2024,Generated
NetLabs93,101444537,Series D,Hardware,San Jose,2023,Generated
Nexus AI,200706,Pre-seed,Cryptocurrency,Berkeley,2021,Generated
QuantumAI,3645630,Seed,HealthTech,San Francisco,2018,Generated
TechLabs,30910168,Series B,DevOps,San Francisco,2021,Generated
QuantumNetworks18,22628331,Series B,EdTech,Palo Alto,2023,Generated
Aether App56,4663373,Seed,Hardware,South San Francisco,2024,Generated
DigitalTech,157305458,Series D,Consumer Apps,Sunnyvale,2022,Generated
NetLabs76,23368979,Series B,PropTech,South San Francisco,2021,Generated
DigitalPlatform,122569401,Series E,Cybersecurity,San Jose,2020,Generated
Zenith Tech,6701955,Series A,Hardware,Berkeley,2018,Generated
MetaHub66,5009145,Series A,AI,Mountain View,2021,Generated
SmartWorks,12837700,Series A,CleanTech,San Jose,2022,Generated
CyberNetworks,56727143,Series C,Cybersecurity,San Francisco,2019,Generated
QuantumApp21,149397570,Series E,HealthTech,San Mateo,2023,Generated
Prism Tech,1584957,Seed,EdTech,Sunnyvale,2020,Generated
Aether Networks21,341505,Pre-seed,SaaS,South San Francisco,2022,Generated
CloudAI,10378510,Series A,Robotics,Redwood City,2024,Generated
Helios Tech,929387,Pre-seed,AgTech,Redwood City,2024,Generated
QuantumHub,826354,Pre-seed,AI,Oakland,2023,Generated
Atlas Platform32,83439182,Series C,Cloud Infrastructure,Sunnyvale,2024,Generated
NetSystems,15307610,Series A,AR/VR,Redwood City,2019,Generated
Atlas Hub32,482455136,Series E,CleanTech,Sunnyvale,2018,Generated
NetSystems,47614631,Series B,Data Analytics,Menlo Park,2023,Generated
Zephyr Labs,48108280,Series C,MarTech,Oakland,2022,Generated
CyberApp,170629371,Series D,DevOps,Redwood City,2021,Generated
Orion Networks,27067436,Series B,AI,Berkeley,2022,Generated
MetaApp,296651215,Series E,E-commerce,San Francisco,2018,Generated
Helios Labs46,120862156,Series D,Robotics,Sunnyvale,2021,Generated
DigitalTech,416557783,Series E,EdTech,Menlo Park,2023,Generated
NetSolutions,66484518,Series C,PropTech,Mountain View,2022,Generated
AILabs6,175686912,Series D,E-commerce,Palo Alto,2020,Generated
CyberLabs9,862985,Pre-seed,Cryptocurrency,San Mateo,2018,Generated
Elysium Hub,404334,Pre-seed,SaaS,Redwood City,2018,Generated
Helios Networks19,187417,Pre-seed,EdTech,Oakland,2024,Generated
DigitalHub,7697433,Series A,IoT,Palo Alto,2018,Generated
SmartSystems,21113821,Series B,AgTech,Berkeley,2018,Generated
Quantum Networks,55859135,Series C,Blockchain,Redwood City,2022,Generated
AISolutions31,5724588,Series A,PropTech,San Mateo,2020,Generated
TechPlatform,18528656,Series A,Hardware,Palo Alto,2022,Generated
MetaAI,23602677,Series B,PropTech,San Francisco,2020,Generated
MetaTech8,143936752,Series D,FinTech,San Mateo,2022,Generated
CloudHub,55636516,Series C,AgTech,San Mateo,2024,Generated
SmartSolutions,99792678,Series C,Enterprise Software,Sunnyvale,2024,Generated
AIAI,5869043,Series A,IoT,Mountain View,2022,Generated
CloudSystems,52531418,Series C,Biotech,Mountain View,2021,Generated
TechHub,362449519,Series E,Cryptocurrency,Berkeley,2020,Generated
Elysium Platform,33655267,Series B,Blockchain,South San Francisco,2023,Generated
TechNetworks,76859374,Series C,Consumer Apps,Menlo Park,2018,Generated
Luminar Tech,1459258,Seed,AgTech,Palo Alto,2019,Generated
SmartSolutions,25354845,Series B,FinTech,San Mateo,2021,Generated
Elysium Works81,72171104,Series C,DevOps,Menlo Park,2023,Generated
DigitalAI,1087690,Seed,FinTech,Oakland,2024,Generated
DigitalPlatform6,4372798,Seed,Biotech,Palo Alto,2022,Generated
Zenith Hub35,27282413,Series B,Cloud Infrastructure,Berkeley,2024,Generated
NetHub,407612849,Series E,FinTech,South San Francisco,2019,Generated
Atlas Systems,24712197,Series B,DevOps,San Mateo,2023,Generated
MetaNetworks52,18487270,Series A,CleanTech,Redwood City,2021,Generated
CloudHub,125429246,Series E,E-commerce,Mountain View,2021,Generated
AIHub,288836,Pre-seed,E-commerce,Sunnyvale,2019,Generated
Helios Hub87,4342004,Seed,MarTech,Mountain View,2021,Generated
CloudApp,164727305,Series D,HealthTech,Menlo Park,2019,Generated
Aegis Hub75,884218,Pre-seed,Consumer Apps,San Jose,2022,Generated
Helios App,772610,Pre-seed,AgTech,Sunnyvale,2021,Generated
Stellar Hub,158394527,Series D,DevOps,South San Francisco,2023,Generated
Aether AI,4153571,Seed,HealthTech,South San Francisco,2024,Generated
Quantum Networks,112062,Pre-seed,Blockchain,Sunnyvale,2019,Generated
Atlas Platform17,42327705,Series C,Robotics,Sunnyvale,2022,Generated
MetaApp,840179,Pre-seed,IoT,Mountain View,2023,Generated
DigitalSolutions,3431305,Seed,CleanTech,San Mateo,2023,Generated
AILabs,12470774,Series A,Consumer Apps,Mountain View,2020,Generated
QuantumApp,194305532,Series D,Consumer Apps,Palo Alto,2022,Generated
NetNetworks,370835,Pre-seed,Cloud Infrastructure,San Francisco,2024,Generated
CyberPlatform,85697432,Series C,AgTech,Oakland,2018,Generated
CyberHub,3508731,Seed,Cryptocurrency,Palo Alto,2023,Generated
DataWorks57,352616,Pre-seed,FinTech,Sunnyvale,2020,Generated
NetHub90,742418,Pre-seed,DevOps,San Jose,2020,Generated
DigitalLabs9,206541555,Series E,Hardware,Berkeley,2024,Generated
CloudSolutions,19333108,Series A,HealthTech,Oakland,2021,Generated
Stellar Solutions,34320221,Series C,Consumer Apps,San Mateo,2022,Generated
CloudApp68,43768354,Series B,Cybersecurity,Sunnyvale,2023,Generated
SmartNetworks,74162347,Series C,Data Analytics,South San Francisco,2022,Generated
Aether Labs,199071029,Series E,IoT,Palo Alto,2023,Generated
Elysium Solutions,336276526,Series E,Blockchain,Mountain View,2021,Generated
DigitalNetworks,9790259,Series A,E-commerce,Mountain View,2024,Generated
DigitalSystems,147547138,Series D,Biotech,Sunnyvale,2022,Generated
QuantumPlatform,734704,Pre-seed,DevOps,Menlo Park,2023,Generated
CyberSystems44,958840,Pre-seed,FinTech,Menlo Park,2018,Generated
CyberApp,418086414,Series E,AR/VR,Berkeley,2019,Generated
SmartSystems,474004890,Series E,SaaS,San Jose,2021,Generated
DigitalSystems68,2986435,Seed,Cryptocurrency,Mountain View,2020,Generated
CloudSystems10,987441,Pre-seed,MarTech,San Jose,2021,Generated
DigitalLabs57,16048584,Series A,EdTech,Menlo Park,2021,Generated
CyberSystems2,48674878,Series B,Blockchain,Palo Alto,2020,Generated
Aegis Solutions,645481,Pre-seed,HealthTech,Berkeley,2021,Generated
CloudApp23,102414860,Series E,AgTech,San Jose,2023,Generated
CloudWorks99,397008394,Series E,HealthTech,Oakland,2020,Generated
DigitalWorks,283450115,Series E,CleanTech,Mountain View,2023,Generated
Zephyr AI,184909501,Series D,PropTech,Mountain View,2023,Generated
DataSystems,170409683,Series E,PropTech,Mountain View,2020,Generated
CloudTech,109299514,Series D,Hardware,Mountain View,2018,Generated
Aether Solutions,301654,Pre-seed,CleanTech,Mountain View,2022,Generated
DataNetworks,9852862,Series A,Enterprise Software,San Francisco,2018,Generated
DigitalHub74,197113,Pre-seed,AgTech,Sunnyvale,2023,Generated
AIWorks,286888,Pre-seed,CleanTech,Mountain View,2021,Generated
Zenith Hub,4457056,Seed,MarTech,South San Francisco,2021,Generated
SmartWorks,4781728,Seed,PropTech,Oakland,2023,Generated
SmartSystems,4216476,Seed,SaaS,Mountain View,2020,Generated
NetSolutions21,49028713,Series B,CleanTech,Oakland,2024,Generated
SmartPlatform,193752322,Series D,Biotech,San Mateo,2018,Generated
CyberPlatform,7785011,Series A,Robotics,San Francisco,2022,Generated
Quantum Tech,46297509,Series B,Cybersecurity,South San Francisco,2021,Generated
Elysium Solutions11,167419980,Series D,AR/VR,Redwood City,2020,Generated
Nexus Platform,377999196,Series E,AI,San Jose,2021,Generated
Zephyr Tech36,451563859,Series E,DevOps,Mountain View,2020,Generated
AISystems,4256103,Seed,MarTech,Mountain View,2024,Generated
DigitalPlatform,49451075,Series B,FinTech,San Francisco,2024,Generated
Quantum Labs95,117225054,Series D,Blockchain,San Mateo,2018,Generated
AINetworks,82839531,Series C,Cryptocurrency,Menlo Park,2019,Generated
Zenith Platform,106222010,Series E,Cloud Infrastructure,Berkeley,2023,Generated
Luminar App,94739992,Series C,DevOps,Mountain View,2022,Generated
AIPlatform82,2477208,Seed,Cryptocurrency,San Jose,2022,Generated
Aether App,302594,Pre-seed,FinTech,Sunnyvale,2024,Generated
CloudWorks,4169316,Seed,Cryptocurrency,Palo Alto,2021,Generated
MetaLabs,156011004,Series D,PropTech,South San Francisco,2022,Generated
AINetworks,8495090,Series A,SaaS,Menlo Park,2024,Generated
DataSystems,949453,Pre-seed,Cloud Infrastructure,Menlo Park,2020,Generated
DigitalSolutions,12853162,Series A,Enterprise Software,Mountain View,2018,Generated
Elysium Hub3,4047412,Seed,AgTech,Oakland,2021,Generated
CloudPlatform,22329132,Series B,Consumer Apps,Sunnyvale,2021,Generated
DigitalTech,94471531,Series D,HealthTech,Berkeley,2022,Generated
QuantumAI,99569432,Series C,E-commerce,San Francisco,2023,Generated
DataHub,160488522,Series D,FinTech,Menlo Park,2024,Generated
Cipher AI,416595262,Series E,Consumer Apps,South San Francisco,2020,Generated
QuantumTech,3450128,Seed,AgTech,Palo Alto,2020,Generated
SmartAI,3277408,Seed,EdTech,Sunnyvale,2020,Generated
TechTech,272197878,Series E,Blockchain,Oakland,2024,Generated
MetaApp,91696890,Series C,FinTech,San Jose,2023,Generated
DataHub,8557221,Series A,Cybersecurity,Oakland,2020,Generated
SmartTech44,4992622,Seed,AR/VR,San Francisco,2019,Generated
DataSystems,3959580,Seed,Consumer Apps,Oakland,2021,Generated
Atlas App20,275679713,Series E,AgTech,Menlo Park,2022,Generated
SmartWorks,361603883,Series E,E-commerce,Oakland,2019,Generated
TechTech78,13611785,Series A,IoT,San Francisco,2020,Generated
AINetworks,4905262,Seed,MarTech,San Mateo,2020,Generated
Helios Systems11,1301335,Seed,Cryptocurrency,South San Francisco,2022,Generated
SmartAI,48538964,Series C,SaaS,Palo Alto,2021,Generated
SmartLabs40,886426,Pre-seed,DevOps,San Jose,2023,Generated
DigitalPlatform,6717042,Series A,AI,Redwood City,2021,Generated
AISystems,30786120,Series B,Cloud Infrastructure,Palo Alto,2024,Generated
TechApp54,186666398,Series D,AgTech,San Mateo,2024,Generated
Nexus Platform56,452815146,Series E,IoT,Redwood City,2021,Generated
TechNetworks73,25239783,Series B,Cryptocurrency,South San Francisco,2024,Generated
AIWorks,372221647,Series E,CleanTech,South San Francisco,2023,Generated
Atlas Networks,8111694,Series A,DevOps,Palo Alto,2024,Generated
TechTech,53156812,Series C,CleanTech,Redwood City,2019,Generated
Stellar Works56,108944712,Series E,Cloud Infrastructure,Redwood City,2018,Generated
Helios Systems,31973378,Series B,DevOps,Mountain View,2018,Generated
Atlas Works,101980721,Series D,Cryptocurrency,South San Francisco,2021,Generated
CyberSystems,25990644,Series B,Robotics,Palo Alto,2021,Generated
Zephyr Platform,441969,Pre-seed,Enterprise Software,Mountain View,2023,Generated
MetaTech,43882565,Series B,Cloud Infrastructure,San Francisco,2018,Generated
DataAI,2196726,Seed,Consumer Apps,Berkeley,2019,Generated
SmartLabs,360359,Pre-seed,Cryptocurrency,Oakland,2019,Generated
TechAI,124767439,Series E,Consumer Apps,Menlo Park,2024,Generated
Prism Platform,4427390,Seed,Cybersecurity,Oakland,2024,Generated
CloudWorks,35238486,Series B,Robotics,San Mateo,2024,Generated
MetaSystems,148279318,Series E,AR/VR,San Mateo,2019,Generated
CloudSystems,42306692,Series B,PropTech,San Francisco,2018,Generated
MetaAI,224969599,Series E,DevOps,Mountain View,2019,Generated
DataTech,2700214,Seed,SaaS,Mountain View,2020,Generated
Orion Solutions,9098848,Series A,EdTech,Mountain View,2024,Generated
Cipher Tech,3971238,Seed,MarTech,Menlo Park,2021,Generated
SmartSystems,750076,Pre-seed,AI,Sunnyvale,2022,Generated
CyberPlatform,6175582,Series A,Robotics,Berkeley,2023,Generated
SmartApp11,556721,Pre-seed,E-commerce,San Francisco,2023,Generated
DataPlatform,109532210,Series D,AI,Menlo Park,2023,Generated
NetNetworks6,61736461,Series C,Cryptocurrency,San Francisco,2021,Generated
CyberWorks86,2576868,Seed,Cybersecurity,South San Francisco,2018,Generated
CyberHub26,80471695,Series C,Gaming,San Jose,2023,Generated
SmartNetworks,131698330,Series D,Data Analytics,Mountain View,2018,Generated
Aegis Systems,7127536,Series A,Biotech,Menlo Park,2020,Generated
QuantumNetworks21,490220,Pre-seed,Cloud Infrastructure,Redwood City,2023,Generated
Quantum Tech,258678412,Series E,AR/VR,Sunnyvale,2022,Generated
Quantum Solutions,210310356,Series E,AgTech,Sunnyvale,2024,Generated
Zenith Labs,888592,Pre-seed,PropTech,Sunnyvale,2020,Generated
MetaLabs70,3827186,Seed,IoT,San Mateo,2023,Generated
CloudHub,450611956,Series E,AgTech,Berkeley,2024,Generated
Stellar Networks,56772681,Series C,AR/VR,Redwood City,2024,Generated
CyberWorks,4592468,Seed,Data Analytics,Mountain View,2022,Generated
DigitalPlatform1,299177815,Series E,HealthTech,Palo Alto,2023,Generated
CyberWorks,73993739,Series C,HealthTech,San Jose,2019,Generated
Apex Tech,293364857,Series E,MarTech,Oakland,2024,Generated
SmartTech,2358244,Seed,Robotics,Mountain View,2021,Generated
Helios Labs35,134733781,Series D,AgTech,San Jose,2023,Generated
CloudLabs,4641362,Seed,Cryptocurrency,San Mateo,2023,Generated
CyberWorks36,3265161,Seed,HealthTech,San Francisco,2023,Generated
QuantumAI25,119207,Pre-seed,DevOps,San Francisco,2023,Generated
Helios Solutions,262906,Pre-seed,Blockchain,Mountain View,2023,Generated
DataWorks65,4634555,Seed,Consumer Apps,San Francisco,2019,Generated
Quantum Networks33,184645334,Series D,AI,South San Francisco,2018,Generated
Prism Systems,24788787,Series B,FinTech,Menlo Park,2018,Generated
QuantumApp,7399393,Series A,Enterprise Software,South San Francisco,2021,Generated
Atlas App80,3690228,Seed,Cybersecurity,San Francisco,2018,Generated
Stellar AI,244386,Pre-seed,AI,South San Francisco,2018,Generated
Quantum Systems,734104,Pre-seed,Enterprise Software,South San Francisco,2023,Generated
DataSystems,355145674,Series E,Biotech,Palo Alto,2023,Generated
SmartApp12,1063511,Seed,Hardware,Berkeley,2024,Generated
Atlas Tech36,19082627,Series A,Blockchain,Sunnyvale,2022,Generated
TechAI,23098762,Series B,Consumer Apps,Sunnyvale,2018,Generated
Prism Systems,433061530,Series E,Blockchain,Redwood City,2021,Generated
SmartWorks,378164,Pre-seed,DevOps,San Francisco,2022,Generated
NetApp,9652544,Series A,MarTech,South San Francisco,2023,Generated
CloudPlatform,115803691,Series D,AI,Redwood City,2020,Generated
DataLabs,3617005,Seed,PropTech,Mountain View,2021,Generated
CyberSystems,17851134,Series A,DevOps,Redwood City,2020,Generated
Luminar Works98,37496612,Series B,Robotics,Mountain View,2024,Generated
SmartWorks84,994635,Pre-seed,Robotics,San Francisco,2020,Generated
SmartPlatform,53486538,Series C,DevOps,South San Francisco,2024,Generated
TechApp,20020542,Series B,Biotech,Sunnyvale,2021,Generated
QuantumTech,49672078,Series B,HealthTech,San Mateo,2024,Generated
NetSolutions,40399779,Series B,Gaming,San Mateo,2023,Generated
TechWorks,73054262,Series C,Robotics,Oakland,2019,Generated
NetWorks4,4097308,Seed,HealthTech,Redwood City,2021,Generated
TechAI,941534,Pre-seed,SaaS,Sunnyvale,2023,Generated
AIWorks,10560143,Series A,Cryptocurrency,Palo Alto,2020,Generated
TechWorks,655894,Pre-seed,MarTech,Oakland,2020,Generated
DigitalNetworks64,31759459,Series B,Cybersecurity,Mountain View,2023,Generated
Prism Tech,10721297,Series A,Cryptocurrency,Oakland,2020,Generated
AIAI89,183249016,Series D,Cloud Infrastructure,San Jose,2023,Generated
CloudSolutions,58443765,Series C,AR/VR,Berkeley,2022,Generated
AILabs,15052559,Series A,AR/VR,Sunnyvale,2020,Generated
Helios Tech,3012467,Seed,PropTech,San Mateo,2018,Generated
DigitalAI,174755023,Series E,Gaming,Redwood City,2022,Generated
Aether Labs,687697,Pre-seed,HealthTech,Redwood City,2022,Generated
DataApp,153726214,Series E,Data Analytics,Redwood City,2023,Generated
Aether AI,175055310,Series D,CleanTech,Sunnyvale,2024,Generated
MetaNetworks,442605,Pre-seed,AI,Sunnyvale,2020,Generated
CloudSolutions63,2166651,Seed,EdTech,Palo Alto,2022,Generated
DigitalWorks,111441928,Series D,MarTech,South San Francisco,2021,Generated
CloudPlatform,135914191,Series D,SaaS,Sunnyvale,2019,Generated
Aether App,102384813,Series D,IoT,San Mateo,2020,Generated
DigitalTech,1116454,Seed,AI,Oakland,2022,Generated
Orion AI,14870373,Series A,Hardware,San Jose,2020,Generated
MetaPlatform27,9791490,Series A,Cloud Infrastructure,Palo Alto,2020,Generated
Prism Works,17586148,Series A,Data Analytics,South San Francisco,2022,Generated
DataHub74,257476755,Series E,CleanTech,Sunnyvale,2024,Generated
SmartSolutions,197922885,Series E,DevOps,Oakland,2024,Generated
NetSolutions48,2290324,Seed,Blockchain,Menlo Park,2018,Generated
MetaWorks,15379254,Series A,PropTech,Menlo Park,2018,Generated
Luminar Networks,7228679,Series A,Blockchain,South San Francisco,2022,Generated
TechSystems,14806802,Series A,DevOps,Berkeley,2020,Generated
Nexus Hub6,914835,Pre-seed,Gaming,Oakland,2020,Generated
CyberWorks39,22527602,Series B,PropTech,San Mateo,2020,Generated
CloudLabs,796902,Pre-seed,Robotics,San Jose,2023,Generated
DataTech,4087569,Seed,Cryptocurrency,Menlo Park,2021,Generated
AIAI,3748844,Seed,Biotech,San Francisco,2019,Generated
SmartTech,909155,Pre-seed,Enterprise Software,South San Francisco,2024,Generated
CyberHub11,121044565,Series D,Consumer Apps,Mountain View,2021,Generated
Atlas Networks,4431071,Seed,Gaming,San Mateo,2023,Generated
Luminar Platform38,907935,Pre-seed,Gaming,Oakland,2021,Generated
Aether AI,7878357,Series A,PropTech,Redwood City,2019,Generated
MetaPlatform,804015,Pre-seed,Biotech,South San Francisco,2022,Generated
MetaLabs,19734816,Series A,MarTech,Palo Alto,2024,Generated
Cipher AI,54642333,Series C,PropTech,Oakland,2020,Generated
QuantumHub,20788049,Series B,Gaming,South San Francisco,2020,Generated
DataAI,8493201,Series A,Gaming,San Jose,2021,Generated
Zenith Labs84,422699187,Series E,HealthTech,Mountain View,2019,Generated
Elysium AI16,18044639,Series A,EdTech,Sunnyvale,2023,Generated
AITech,95838566,Series D,Enterprise Software,Oakland,2024,Generated
AINetworks,39585702,Series C,Consumer Apps,Oakland,2022,Generated
DataHub,16064413,Series B,IoT,Mountain View,2023,Generated
NetWorks23,14938139,Series A,MarTech,Redwood City,2020,Generated
Elysium Works33,477190370,Series E,Gaming,San Francisco,2023,Generated
Quantum Labs,107350765,Series D,Data Analytics,Redwood City,2024,Generated
Quantum Hub,185883751,Series D,AR/VR,Berkeley,2019,Generated
Helios App,4404951,Seed,Hardware,Oakland,2019,Generated
NetWorks,34730558,Series C,AgTech,Menlo Park,2020,Generated
CyberHub96,3746840,Seed,Enterprise Software,Mountain View,2020,Generated
Zephyr Works,343928,Pre-seed,Consumer Apps,Oakland,2018,Generated
Prism Solutions62,34160350,Series C,Cloud Infrastructure,Berkeley,2022,Generated
Nexus Works,35747036,Series C,HealthTech,Menlo Park,2020,Generated
SmartWorks34,15147704,Series A,DevOps,Sunnyvale,2021,Generated
DataSystems92,103471879,Series D,AR/VR,Mountain View,2022,Generated
QuantumAI,45767981,Series B,HealthTech,Menlo Park,2023,Generated
DigitalLabs17,1830270,Seed,HealthTech,Redwood City,2024,Generated
Prism Works,15426275,Series A,EdTech,Palo Alto,2021,Generated
QuantumPlatform,118280599,Series D,Data Analytics,Menlo Park,2020,Generated
SmartApp91,67028419,Series C,Robotics,Redwood City,2020,Generated
TechSolutions,49544035,Series B,HealthTech,Berkeley,2018,Generated
CyberNetworks85,123427693,Series E,Data Analytics,Menlo Park,2018,Generated
DigitalSolutions,214400,Pre-seed,AR/VR,South San Francisco,2018,Generated
Orion Systems15,150619816,Series D,E-commerce,Sunnyvale,2019,Generated
QuantumPlatform,382245865,Series E,CleanTech,San Mateo,2024,Generated
Cipher Networks,43118035,Series B,Hardware,Oakland,2022,Generated
Luminar Networks,69883399,Series C,IoT,Mountain View,2020,Generated
DataNetworks,40399934,Series B,FinTech,San Francisco,2019,Generated
Elysium App,18012415,Series A,FinTech,San Mateo,2023,Generated
SmartApp,27617998,Series B,Consumer Apps,Sunnyvale,2021,Generated
QuantumWorks,97626158,Series C,Robotics,Mountain View,2023,Generated
QuantumLabs17,4945741,Seed,Cloud Infrastructure,Redwood City,2022,Generated
Quantum Labs,89008793,Series C,AR/VR,San Mateo,2019,Generated
CyberLabs,1941463,Seed,Enterprise Software,Mountain View,2020,Generated
TechPlatform78,716164,Pre-seed,CleanTech,South San Francisco,2022,Generated
SmartNetworks89,168893375,Series D,AI,Sunnyvale,2022,Generated
CloudAI,9606216,Series A,Cloud Infrastructure,San Francisco,2020,Generated
TechHub54,108219920,Series D,E-commerce,San Jose,2024,Generated
SmartSystems47,41482290,Series C,PropTech,Redwood City,2018,Generated
AIAI,73912089,Series C,MarTech,Mountain View,2023,Generated
NetWorks36,23041618,Series B,SaaS,San Jose,2021,Generated
MetaTech,196285564,Series E,EdTech,Oakland,2019,Generated
QuantumSolutions,8723104,Series A,Cybersecurity,South San Francisco,2020,Generated
DigitalLabs,2653484,Seed,Data Analytics,Berkeley,2024,Generated
Atlas Platform,14842172,Series A,Blockchain,Redwood City,2021,Generated
Zephyr Labs,358375626,Series E,Enterprise Software,Redwood City,2024,Generated
Quantum AI,277520808,Series E,Consumer Apps,Palo Alto,2021,Generated
CloudHub,31398886,Series B,AI,Mountain View,2021,Generated
CyberSolutions,55146162,Series C,E-commerce,Sunnyvale,2018,Generated
CloudNetworks,473863236,Series E,Cloud Infrastructure,Redwood City,2018,Generated
CloudSystems,363151403,Series E,SaaS,Oakland,2021,Generated
MetaPlatform,191162085,Series D,EdTech,Menlo Park,2023,Generated
DataSystems,319574279,Series E,HealthTech,Menlo Park,2018,Generated
MetaWorks,75864199,Series C,AgTech,Oakland,2022,Generated
Prism Networks,299687,Pre-seed,Consumer Apps,Mountain View,2023,Generated
TechPlatform13,82430848,Series D,Gaming,Mountain View,2023,Generated
Zenith Systems82,85118745,Series D,Gaming,South San Francisco,2023,Generated
Stellar Platform,149445711,Series D,E-commerce,Sunnyvale,2023,Generated
DigitalPlatform,94785180,Series D,Cryptocurrency,San Jose,2022,Generated
